190	19	0	0	3	25	3	28	-	12	253	18	252	chr19	59128983	35669386	35669623	4	64,14,109,22,	1,76,93,213,	35669386,35669454,35669480,35669601,
191	18	0	0	3	35	5	316038	+	12	253	7	251	chr1	249250621	247490361	247806608	6	10,14,55,53,14,63,	7,30,55,110,163,188,	247490361,247490379,247490405,247806465,247806528,247806545,
188	20	0	0	3	22	2	24	+	12	253	18	248	chr3	198022430	4201926	4202158	4	5,134,9,60,	18,24,168,188,	4201926,4201931,4202085,4202098,
189	21	0	0	3	27	2	38	+	12	253	10	247	chr12	133851895	120728105	120728353	4	12,127,12,59,	10,33,165,188,	120728105,120728117,120728259,120728294,
183	13	0	0	4	38	4	39	-	12	253	18	252	chr4	191154276	18840717	18840952	6	64,14,53,8,49,8,	1,76,90,149,176,227,	18840717,18840785,18840809,18840884,18840895,18840944,
188	22	0	0	2	29	2	56	-	12	253	13	252	chr21	48129895	33797397	33797663	3	64,6,140,	1,93,100,	33797397,33797515,33797523,
192	26	0	0	2	12	2	15	+	12	253	18	248	chr7	159138663	49907431	49907664	3	145,13,60,	18,164,188,	49907431,49907587,49907604,
188	22	0	0	2	32	3	37	+	12	253	10	252	chr7	159138663	3432595	3432842	4	42,90,14,64,	10,73,163,188,	3432595,3432659,3432759,3432778,
188	22	0	0	2	14	3	17	+	12	253	28	252	chr13	115169878	113589582	113589809	4	24,108,14,64,	28,52,163,188,	113589582,113589607,113589728,113589745,
186	16	0	0	5	40	4	43	+	12	253	10	252	chr1	249250621	185156818	185157063	6	9,24,52,43,10,64,	10,28,56,117,167,188,	185156818,185156827,185156856,185156921,185156981,185156999,
188	22	0	0	3	30	3	39	-	12	253	12	252	chr9	141213431	16376738	16376987	4	64,10,128,8,	1,76,97,233,	16376738,16376805,16376836,16376979,
185	19	0	0	4	27	3	24	+	12	253	17	248	chr7	159138663	73196010	73196238	6	17,11,83,27,9,57,	17,40,51,135,168,191,	73196010,73196027,73196039,73196122,73196165,73196181,
186	22	0	0	3	21	3	21	-	12	253	23	252	chr2	243199373	62402159	62402388	4	64,8,109,27,	1,76,93,203,	62402159,62402227,62402250,62402361,
180	18	0	0	2	24	2	27	+	12	253	29	251	chr1	249250621	243323103	243323328	4	131,11,11,45,	29,165,176,206,	243323103,243323249,243323272,243323283,
181	15	0	0	5	34	4	510	-	12	253	17	247	chr2	243199373	44443848	44444554	6	58,9,50,53,21,5,	6,76,93,144,209,231,	44443848,44443910,44443937,44444462,44444528,44444549,
191	29	0	0	3	18	2	15	-	12	253	10	248	chr1	249250621	67331772	67332007	4	60,13,135,12,	5,76,90,231,	67331772,67331836,67331860,67331995,
180	17	0	0	2	25	4	339	-	12	253	18	240	chr1	249250621	10623447	10623983	5	50,14,9,87,37,	13,63,77,93,198,	10623447,10623789,10623816,10623842,10623946,
180	16	0	0	5	37	3	37	-	12	253	14	247	chrX	155270560	26591990	26592223	7	59,12,46,48,20,7,4,	6,76,88,156,205,227,235,	26591990,26592053,26592075,26592144,26592192,26592212,26592219,
183	19	0	0	5	32	3	32	-	12	253	13	247	chr11	135006516	117047376	117047610	6	41,9,8,112,28,4,	6,56,77,93,207,236,	117047376,117047425,117047440,117047466,117047578,117047606,
180	16	0	0	4	38	4	60	+	12	253	17	251	chr1	249250621	34679123	34679379	5	10,16,98,9,63,	17,28,61,168,188,	34679123,34679152,34679186,34679303,34679316,
183	24	0	0	2	13	2	16	-	12	253	28	248	chr2	243199373	226810079	226810302	4	60,11,6,130,	5,76,87,95,	226810079,226810143,226810166,226810172,
181	23	0	0	2	30	1	28	-	12	253	14	248	chr1	249250621	176908032	176908264	3	61,137,6,	5,93,233,	176908032,176908121,176908258,
180	17	0	0	3	27	5	35	+	12	253	28	252	chr6_ssto_hap7	4928567	2906372	2906604	6	7,8,104,3,13,62,	28,36,56,160,163,190,	2906372,2906387,2906406,2906512,2906523,2906542,
180	17	0	0	3	27	5	35	+	12	253	28	252	chr6_qbl_hap6	4611984	2869206	2869438	6	7,8,104,3,13,62,	28,36,56,160,163,190,	2869206,2869221,2869240,2869346,2869357,2869376,
180	17	0	0	3	27	5	35	+	12	253	28	252	chr6_apd_hap1	4622290	2890302	2890534	6	7,8,104,3,13,62,	28,36,56,160,163,190,	2890302,2890317,2890336,2890442,2890453,2890472,
180	17	0	0	3	27	5	35	+	12	253	28	252	chr6	171115067	31575562	31575794	6	7,8,104,3,13,62,	28,36,56,160,163,190,	31575562,31575577,31575596,31575702,31575713,31575732,
182	22	0	0	3	25	3	28	-	12	253	19	248	chr1	249250621	212722550	212722782	5	60,13,117,9,5,	5,76,100,220,229,	212722550,212722614,212722648,212722765,212722777,
182	19	0	0	3	39	6	82	+	12	253	13	253	chr2	243199373	73080714	73080997	8	4,79,36,5,8,4,59,6,	13,18,124,160,165,173,188,247,	73080714,73080718,73080823,73080861,73080874,73080883,73080890,73080991,
183	26	0	0	2	15	2	17	-	12	253	28	252	chr4	191154276	40665840	40666066	3	64,13,132,	1,76,93,	40665840,40665907,40665934,
184	25	0	0	3	20	3	24	-	12	253	23	252	chr2	243199373	39064531	39064764	4	65,13,102,29,	1,76,95,201,	39064531,39064599,39064628,39064735,
179	20	0	0	4	30	2	30	+	12	253	23	252	chr2	243199373	36804406	36804635	5	21,104,13,31,30,	23,56,167,188,222,	36804406,36804440,36804561,36804574,36804605,
173	16	0	0	2	23	2	24	+	12	253	40	252	chr11	135006516	57605251	57605464	3	121,8,60,	40,165,192,	57605251,57605386,57605404,
177	20	0	0	2	33	3	46	-	12	253	19	249	chr1	249250621	113166084	113166327	4	61,17,104,15,	4,76,93,219,	113166084,113166149,113166176,113166312,
173	11	0	0	4	50	6	53	+	12	253	18	252	chr14	107349540	78655930	78656167	7	9,41,17,40,6,7,64,	18,27,85,120,160,170,188,	78655930,78655940,78655998,78656032,78656074,78656092,78656103,
184	27	0	0	4	18	2	19	-	12	253	19	248	chr6	171115067	54539577	54539807	5	60,12,34,101,4,	5,76,93,128,230,	54539577,54539642,54539668,54539702,54539803,
170	12	0	0	3	52	4	54	-	12	253	18	252	chr1	249250621	28394625	28394861	5	64,9,80,6,23,	1,76,90,206,212,	28394625,28394694,28394713,28394831,28394838,
179	23	0	0	3	28	2	30	+	12	253	22	252	chr17	81195210	5354431	5354663	4	138,9,9,46,	22,168,178,206,	5354431,5354587,5354608,5354617,
175	19	0	0	3	25	3	27	-	12	253	27	246	chr9	141213431	31286115	31286336	4	58,7,102,27,	7,76,90,199,	31286115,31286177,31286201,31286309,
174	20	0	0	2	25	2	30	-	12	253	28	247	chr10	135534747	39017221	39017445	3	59,10,125,	6,76,100,	39017221,39017286,39017320,
176	18	0	0	4	29	5	170	-	12	253	18	241	chr3	198022430	51424543	51424907	7	38,15,14,38,40,45,4,	12,51,76,90,128,185,231,	51424543,51424714,51424733,51424757,51424796,51424858,51424903,
165	14	0	0	1	34	1	36	-	12	253	31	244	chr13	115169878	44500266	44500481	2	55,124,	9,98,	44500266,44500357,
182	23	0	0	6	25	4	26	+	12	253	18	248	chr7	159138663	614084	614315	7	4,92,23,17,10,29,30,	18,23,119,143,167,188,218,	614084,614088,614184,614207,614241,614255,614285,
173	21	0	0	1	35	2	38	+	12	253	23	252	chr2	243199373	30068306	30068538	3	28,102,64,	23,51,188,	30068306,30068335,30068474,
178	25	0	0	3	19	1	20	+	12	253	30	252	chr11	135006516	38915711	38915934	4	20,107,11,65,	30,51,168,187,	38915711,38915731,38915858,38915869,
172	20	0	0	1	27	2	350	+	12	253	28	247	chr1	249250621	20276855	20277397	3	15,117,60,	28,43,187,	20276855,20277185,20277337,
178	26	0	0	2	39	2	64	-	12	253	9	252	chr1	249250621	216230776	216231044	3	64,132,8,	1,90,236,	216230776,216230899,216231036,
178	26	0	0	0	0	4	262262	+	12	253	48	252	chr1	249250621	247228138	247490604	5	82,33,13,13,63,	48,130,163,176,189,	247228138,247228224,247228267,247228292,247490541,
173	24	0	0	1	35	1	38	-	12	253	18	250	chr2	243199373	38518118	38518353	2	62,135,	3,100,	38518118,38518218,
170	19	0	0	3	27	2	29	-	12	253	30	246	chrX	155270560	131215145	131215363	5	37,14,9,34,95,	7,63,77,93,128,	131215145,131215182,131215208,131215234,131215268,
173	21	0	0	3	42	4	57	-	12	253	11	247	chr2	243199373	225919229	225919480	5	47,12,10,68,57,	6,53,76,100,185,	225919229,225919280,225919299,225919333,225919423,
163	13	0	0	2	53	3	49	-	12	253	23	252	chr2	243199373	122071916	122072141	4	64,14,76,22,	1,76,90,208,	122071916,122071984,122072008,122072119,
166	15	0	0	3	47	3	51	+	12	253	24	252	chr1	249250621	242115672	242115904	4	14,94,9,64,	24,69,168,188,	242115672,242115718,242115827,242115840,
166	17	0	0	2	13	3	13	-	12	253	56	252	chr10	135534747	27484910	27485106	5	64,14,3,24,78,	1,76,90,93,119,	27484910,27484977,27484999,27485004,27485028,
166	19	0	0	1	11	2	16	-	12	253	56	252	chr1	249250621	236695920	236696121	3	64,14,107,	1,76,90,	236695920,236695990,236696014,
160	12	0	0	2	61	3	371	+	12	253	11	244	chr14	107349540	93233726	93234269	4	57,45,14,56,	11,118,163,188,	93233726,93234140,93234195,93234213,
170	19	0	0	4	46	5	90	+	12	253	18	253	chr10	135534747	34326106	34326385	6	34,89,9,37,13,7,	18,69,168,188,233,246,	34326106,34326158,34326267,34326279,34326323,34326378,
162	15	0	0	3	30	3	30	-	12	253	10	217	chr3	198022430	28705958	28706165	5	8,13,9,119,28,	36,63,76,93,215,	28705958,28705966,28705990,28706017,28706137,
164	15	0	0	5	35	3	37	+	12	253	11	225	chr19	59128983	6526116	6526332	6	24,16,98,5,17,19,	11,39,61,160,188,206,	6526116,6526145,6526166,6526264,6526296,6526313,
157	11	0	0	3	52	3	55	-	12	253	28	248	chr2	243199373	16069446	16069669	4	60,10,72,26,	5,76,95,199,	16069446,16069509,16069538,16069643,
161	12	0	0	4	65	5	58	-	12	253	10	248	chr1	249250621	113233683	113233914	6	60,10,6,18,67,12,	5,76,87,93,117,231,	113233683,113233749,113233768,113233776,113233804,113233902,
167	24	0	0	2	46	1	41	+	12	253	10	247	chr1	249250621	82898092	82898324	3	12,120,59,	10,30,188,	82898092,82898104,82898265,
168	23	0	0	2	33	4	327	-	12	253	27	251	chrY	59373566	2143318	2143836	5	33,14,8,52,84,	2,63,77,90,142,	2143318,2143360,2143397,2143420,2143752,
168	23	0	0	2	33	4	327	-	12	253	27	251	chrX	155270560	2193318	2193836	5	33,14,8,52,84,	2,63,77,90,142,	2193318,2193360,2193397,2193420,2193752,
159	16	0	0	2	15	2	17	+	12	253	62	252	chr1	249250621	113104148	113104340	3	98,13,64,	62,164,188,	113104148,113104260,113104276,
161	19	0	0	2	21	2	21	+	12	253	51	252	chr1	249250621	119932909	119933110	3	109,7,64,	51,162,188,	119932909,119933030,119933046,
151	10	0	0	2	15	2	34	-	12	253	76	252	chr16	90354753	66524062	66524257	3	65,14,82,	1,76,95,	66524062,66524146,66524175,
158	17	0	0	2	19	2	21	-	12	253	56	250	chr11	135006516	110282331	110282527	3	62,9,104,	3,76,93,	110282331,110282396,110282423,
163	23	0	0	1	37	2	41	+	12	253	29	252	chr21	48129895	33533815	33534042	3	26,96,64,	29,55,188,	33533815,33533842,33533978,
157	16	0	0	2	23	2	29	+	12	253	56	252	chr1	249250621	166146167	166146369	3	96,13,64,	56,164,188,	166146167,166146285,166146305,
161	17	0	0	3	51	4	319779	+	12	253	24	253	chr1	249250621	114064737	114384694	5	36,75,10,52,5,	24,85,167,196,248,	114064737,114384293,114384385,114384407,114384689,
158	16	0	0	3	25	3	27	-	12	253	23	222	chr8	146364022	90379914	90380115	4	34,9,99,32,	31,76,93,198,	90379914,90379952,90379979,90380083,
161	18	0	0	3	48	4	53	+	12	253	25	252	chr2	243199373	48665135	48665367	5	21,102,8,14,34,	25,61,168,176,218,	48665135,48665172,48665289,48665310,48665333,
153	13	0	0	3	56	4	60	-	12	253	30	252	chr7	159138663	98184342	98184568	5	64,9,18,8,67,	1,76,93,111,156,	98184342,98184411,98184438,98184488,98184501,
145	8	0	0	2	12	2	14	+	12	253	87	252	chr15	102531392	90972156	90972323	4	30,47,12,64,	87,118,165,188,	90972156,90972186,90972243,90972259,
156	17	0	0	3	24	3	26	+	12	253	51	248	chr1	249250621	91437012	91437211	4	51,53,9,60,	51,110,168,188,	91437012,91437070,91437138,91437151,
145	9	0	0	2	13	2	16	-	12	253	85	252	chr2	243199373	74038196	74038366	4	64,9,7,74,	1,76,85,94,	74038196,74038264,74038285,74038292,
159	22	0	0	2	15	3	17	+	12	253	56	252	chr1	249250621	85089906	85090104	4	104,9,4,64,	56,164,173,188,	85089906,85090024,85090034,85090040,
144	10	0	0	1	11	2	570	-	12	253	87	252	chr2	243199373	136023557	136024281	3	64,14,76,	1,76,90,	136023557,136023625,136024205,
148	12	0	0	2	83	3	561	+	12	253	10	253	chr6	171115067	127746258	127746979	4	28,67,59,6,	10,83,188,247,	127746258,127746327,127746435,127746973,
156	19	0	0	3	45	3	42	+	12	253	28	248	chr1	249250621	204067006	204067223	5	68,34,13,6,54,	28,130,164,187,194,	204067006,204067100,204067144,204067163,204067169,
142	8	0	0	2	17	2	21	-	12	253	85	252	chr8	146364022	98784307	98784478	3	64,8,78,	1,76,90,	98784307,98784376,98784400,
155	18	0	0	3	38	4	43	-	12	253	28	239	chr3	198022430	180449332	180449548	5	51,9,7,74,32,	14,76,87,94,193,	180449332,180449387,180449406,180449415,180449516,
154	18	0	0	3	6	3	44	-	12	253	12	190	chr3	198022430	121425879	121426095	5	14,12,101,40,5,	63,77,93,195,236,	121425879,121425921,121425947,121426048,121426090,
144	12	0	0	2	37	2	41	-	12	253	48	241	chr6	171115067	94436221	94436418	4	32,14,8,102,	12,63,77,103,	94436221,94436253,94436280,94436316,
151	19	0	0	2	21	2	25	+	12	253	61	252	chr1	249250621	41654866	41655061	3	92,14,64,	61,163,188,	41654866,41654978,41654997,
148	16	0	0	3	37	2	39	-	12	253	51	252	chr11	135006516	34083296	34083499	4	64,10,50,40,	1,76,111,162,	34083296,34083364,34083409,34083459,
140	10	0	0	2	19	2	22	+	12	253	83	252	chr1	249250621	78215133	78215305	3	77,12,61,	83,165,191,	78215133,78215225,78215244,
146	16	0	0	3	71	2	74	-	12	253	18	251	chr1	249250621	180530938	180531174	4	60,77,21,4,	2,90,209,231,	180530938,180531029,180531149,180531170,
142	12	0	0	2	13	3	149	+	12	253	86	253	chrX	155270560	69182351	69182654	5	74,9,7,59,5,	86,164,173,189,248,	69182351,69182439,69182449,69182456,69182649,
142	14	0	0	2	30	2	31	-	12	253	42	228	chr9	141213431	123801719	123801906	3	38,14,104,	25,76,107,	123801719,123801762,123801802,
138	11	0	0	1	11	2	14	-	12	253	88	248	chr10	135534747	21302589	21302752	3	60,14,75,	5,76,90,	21302589,21302653,21302677,
142	13	0	0	3	78	3	95	-	12	253	19	252	chr1	249250621	209139948	209140198	4	63,9,68,15,	1,76,100,219,	209139948,209140015,209140049,209140183,
143	16	0	0	2	64	3	107	-	12	253	30	253	chr4	191154276	8259156	8259422	4	6,59,80,14,	0,6,117,209,	8259156,8259204,8259315,8259408,
157	33	0	0	1	30	1	62	-	12	253	23	243	chr2	243199373	113627793	113628045	2	55,135,	10,95,	113627793,113627910,
137	11	0	0	2	31	2	42	-	12	253	73	252	chr2	243199373	83277612	83277802	3	64,21,63,	1,90,117,	83277612,83277713,83277739,
143	19	0	0	1	57	1	60	-	12	253	29	248	chr2	243199373	2110172	2110394	2	51,111,	5,113,	2110172,2110283,
134	10	0	0	1	23	1	26	+	12	253	85	252	chr1	249250621	161048166	161048336	2	80,64,	85,188,	161048166,161048272,
143	13	0	0	4	51	5	52	-	12	253	18	225	chr7	159138663	134639946	134640154	6	37,9,23,51,31,5,	28,76,88,117,199,230,	134639946,134639987,134640009,134640036,134640117,134640149,
137	11	0	0	2	19	3	63	+	12	253	86	253	chrX	155270560	114819774	114819985	4	74,9,59,6,	86,168,188,247,	114819774,114819866,114819880,114819979,
147	19	0	0	5	75	3	74	-	12	253	9	250	chr15	102531392	43407527	43407767	6	61,9,11,69,7,9,	3,76,100,156,227,235,	43407527,43407592,43407626,43407682,43407751,43407758,
136	14	0	0	2	91	1	86	+	12	253	9	250	chr2	243199373	110405047	110405283	3	10,80,60,	9,28,190,	110405047,110405057,110405223,
137	17	0	0	0	0	1	336	+	12	253	23	177	chr1	249250621	202222437	202222927	2	140,14,	23,163,	202222437,202222913,
131	9	0	0	2	23	2	26	-	12	253	85	248	chrX	155270560	100086988	100087154	3	60,15,65,	5,76,103,	100086988,100087052,100087089,
133	8	0	0	4	75	4	383	+	12	253	10	226	chr2	243199373	88826187	88826711	6	12,35,47,9,27,11,	10,33,116,168,188,215,	88826187,88826199,88826286,88826347,88826360,88826700,
128	10	0	0	1	28	1	42	+	12	253	86	252	chr6	171115067	148692462	148692642	2	74,64,	86,188,	148692462,148692578,
130	11	0	0	2	18	1	19	+	12	253	85	244	chr22	51304566	27952294	27952454	3	68,15,58,	85,162,186,	27952294,27952381,27952396,
129	12	0	0	1	25	1	29	-	12	253	86	252	chr3	198022430	40415104	40415274	2	64,77,	1,90,	40415104,40415197,
132	11	0	0	3	60	3	51	-	12	253	7	210	chr1	249250621	200894824	200895018	4	22,15,91,15,	43,76,93,231,	200894824,200894849,200894876,200895003,
126	9	0	0	1	25	1	28	+	12	253	92	252	chr9	141213431	79916949	79917112	2	71,64,	92,188,	79916949,79917048,
130	13	0	0	1	2	2	414	-	12	253	18	163	chr6	171115067	109725714	109726271	4	10,105,19,9,	90,100,207,226,	109725714,109726137,109726242,109726262,
128	11	0	0	1	22	2	21	+	12	253	56	217	chr9	141213431	90650370	90650530	3	104,6,29,	56,160,188,	90650370,90650476,90650501,
132	14	0	0	2	88	2	100	+	12	253	14	248	chr12	133851895	107808479	107808725	3	19,67,60,	14,86,188,	107808479,107808564,107808665,
131	14	0	0	2	17	2	21	-	12	253	85	247	chr4	191154276	9422006	9422172	3	59,9,77,	6,76,91,	9422006,9422070,9422095,
136	15	0	0	3	24	5	568	-	12	253	15	190	chr15	102531392	59788625	59789344	7	14,18,34,68,7,5,5,	63,93,112,153,221,228,233,	59788625,59788677,59789217,59789251,59789325,59789333,59789339,
133	18	0	0	2	85	2	236	-	12	253	12	248	chr3	198022430	147064920	147065307	3	60,52,39,	5,145,202,	147064920,147065210,147065268,
120	9	0	0	1	34	1	38	-	12	253	85	248	chr3	198022430	196229240	196229407	2	62,67,	5,101,	196229240,196229340,
124	13	0	0	1	28	1	32	-	12	253	83	248	chr2	243199373	61585108	61585277	2	60,77,	5,93,	61585108,61585200,
122	9	0	0	2	32	2	30	-	12	253	85	248	chr10	135534747	50910030	50910191	4	39,14,13,65,	5,63,77,103,	50910030,50910069,50910090,50910126,
124	10	0	0	4	81	3	73	-	12	253	10	225	chr21	48129895	19306161	19306368	5	37,9,33,43,12,	28,76,90,125,231,	19306161,19306202,19306226,19306259,19306356,
120	7	0	0	3	100	3	101	-	12	253	25	252	chr19	59128983	51839589	51839817	4	61,9,30,27,	1,76,104,201,	51839589,51839654,51839692,51839790,
122	14	0	0	1	1	0	0	+	12	253	23	160	chr8	146364022	135983899	135984035	2	35,101,	23,59,	135983899,135983934,
129	17	0	0	2	20	3	155921	+	12	253	86	252	chr16	90354753	52871722	53027789	4	34,43,9,60,	86,120,168,192,	52871722,53027654,53027712,53027729,
120	10	0	0	2	18	2	19	-	12	253	85	233	chr2	243199373	65409394	65409543	3	45,10,75,	20,76,93,	65409394,65409441,65409468,
125	16	0	0	2	74	1	77	+	12	253	33	248	chr19	59128983	54243035	54243253	3	15,65,61,	33,50,187,	54243035,54243050,54243192,
121	14	0	0	1	28	1	31	-	12	253	84	247	chr1	249250621	182370253	182370419	2	59,76,	6,93,	182370253,182370343,
120	13	0	0	1	28	1	30	+	12	253	86	247	chr4	191154276	189162909	189163072	2	76,57,	86,190,	189162909,189163015,
124	16	0	0	2	16	2	19	-	12	253	61	217	chr12	133851895	60200138	60200297	3	29,12,99,	36,76,93,	60200138,60200171,60200198,
113	6	0	0	2	19	2	23	+	12	253	110	248	chr17	81195210	6575491	6575633	3	50,10,59,	110,167,189,	6575491,6575558,6575574,
114	9	0	0	1	1	2	14	-	12	253	23	147	chr1	249250621	186313318	186313455	3	59,56,8,	106,166,222,	186313318,186313379,186313447,
109	4	0	0	2	14	2	19	-	12	253	120	247	chr16	90354753	2539214	2539346	3	59,15,39,	6,76,94,	2539214,2539279,2539307,
116	7	0	0	4	101	5	62	+	12	253	18	242	chr6	171115067	47521692	47521877	7	5,5,10,20,30,6,47,	18,23,28,48,130,187,195,	47521692,47521699,47521705,47521724,47521762,47521824,47521830,
116	10	0	0	3	36	3	37	+	12	253	86	248	chr1	249250621	177287142	177287305	4	16,40,9,61,	86,120,168,187,	177287142,177287173,177287231,177287244,
106	4	0	0	0	0	3	438	+	12	253	142	252	chr16	90354753	88886227	88886775	4	21,13,14,62,	142,163,176,190,	88886227,88886258,88886283,88886713,
111	7	0	0	2	13	3	19	+	12	253	121	252	chr1	249250621	156137816	156137953	4	38,7,9,64,	121,159,168,188,	156137816,156137856,156137876,156137889,
112	13	0	0	2	94	2	98	-	12	253	29	248	chr3	198022430	185579212	185579435	3	59,57,9,	5,156,215,	185579212,185579365,185579426,
104	5	0	0	2	23	2	34	+	12	253	116	248	chr16	90354753	15517527	15517670	3	34,15,60,	116,162,188,	15517527,15517591,15517610,
105	6	0	0	2	23	2	27	+	12	253	118	252	chr13	115169878	106357106	106357244	3	38,9,64,	118,168,188,	106357106,106357166,106357180,
102	4	0	0	2	21	2	23	-	12	253	119	246	chr2	243199373	191738500	191738629	3	57,8,41,	7,76,93,	191738500,191738561,191738588,
109	13	0	0	1	35	1	37	-	12	253	91	248	chr1	249250621	19744413	19744572	2	53,69,	5,93,	19744413,19744503,
107	12	0	0	1	7	1	8	-	12	253	23	149	chr4	191154276	20491291	20491418	2	98,21,	104,209,	20491291,20491397,
108	9	0	0	3	13	3	142	+	12	253	13	143	chr7	159138663	63158510	63158769	5	9,7,14,70,17,	13,23,38,56,126,	63158510,63158519,63158530,63158549,63158752,
106	11	0	0	2	16	2	18	-	12	253	119	252	chr8	146364022	39612972	39613107	3	64,10,43,	1,76,91,	39612972,39613040,39613064,
102	7	0	0	1	11	3	157	+	12	253	119	239	chr1	249250621	45559830	45560096	4	41,3,14,51,	119,160,163,188,	45559830,45559971,45560025,45560045,
104	9	0	0	2	6	2	7	+	12	253	18	137	chr1	249250621	36782365	36782485	4	17,12,30,54,	18,40,52,83,	36782365,36782388,36782401,36782431,
99	7	0	0	1	32	1	31	-	12	253	18	156	chr4	191154276	41501712	41501849	2	70,36,	97,199,	41501712,41501813,
100	6	0	0	2	19	2	22	-	12	253	123	248	chr19	59128983	42850611	42850739	3	60,9,37,	5,76,93,	42850611,42850675,42850702,
97	3	0	0	2	18	2	20	-	12	253	130	248	chr11	135006516	93458203	93458323	3	62,8,30,	5,76,93,	93458203,93458268,93458293,
100	10	0	0	0	0	0	0	+	12	253	39	149	chr20	63025520	17818827	17818937	1	110,	39,	17818827,
104	16	0	0	0	0	1	1	-	12	253	40	160	chr2	243199373	6781497	6781618	2	87,33,	93,180,	6781497,6781585,
99	8	0	0	2	26	2	29	+	12	253	120	253	chr1	249250621	240261505	240261641	3	33,9,65,	120,168,188,	240261505,240261563,240261576,
